,id,musicMeta.musicId,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.playUrl,webVideoUrl,diggCount,shareCount,playCount,commentCount
49,7021580606207282437,6732536571318257666,Funny Song,Cavendish Music,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b78a3538b01b4ddda8db32fa9a16b9b9,https://www.tiktok.com/@lindsaycurtis1/video/7021580606207282437,3100000,148800,12900000,23800
50,7005533154538786053,7002680437399128837,Twinkle Song,Miley Cyrus,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ced0f1075c954f39a484a7c0942b7f38,https://www.tiktok.com/@huffietheshorthair/video/7005533154538786053,3100000,42700,21600000,24200
51,7010425471464787205,6817143279088306177,[Animals and dishes] Cute BGM,Sound Owl,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dc290a665d074f47bdd99d65844e3b54,https://www.tiktok.com/@djw20201/video/7010425471464787205,2800000,79600,18500000,19900
52,7008170977586580737,7008170909777398530,오리지널 사운드 - 원정맨 WonJeong,원정맨 WonJeong,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7008170902043429634.mp3,https://www.tiktok.com/@ox_zung/video/7008170977586580737,2700000,8960,30600000,6553
53,7019436014263405826,7019435904343362305,оригинальный звук,TIMONTYE✅,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7019435824311700226.mp3,https://www.tiktok.com/@timontye/video/7019436014263405826,2700000,9245,15000000,7502
54,7023926664811777285,7015616288739330822,Love Nwantiti (Dance Lessons),Lord Hec,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7015616346343918342.mp3,https://www.tiktok.com/@kimberly.loaiza/video/7023926664811777285,2200000,4614,12000000,20600
55,7013675360764120321,7003020102824512262,Love Nwantiti(Dance Ver),FYP🖤🇲🇺,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7003020204150213382.mp3,https://www.tiktok.com/@vikabren.art/video/7013675360764120321,2100000,17700,25700000,8616
56,7013816480248679686,6655492047723563778,Perfect,Ed Sheeran,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c71165dc54a8495ebb8799dc4384e5ae,https://www.tiktok.com/@genti599/video/7013816480248679686,2100000,7675,22100000,7290
57,7020268271668645125,7003748238368967426,Bolehhh,BEKZAT BIGELDI,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7003748185080974081.mp3,https://www.tiktok.com/@__.khaby.lame.__/video/7020268271668645125,2100000,3936,27700000,8392
58,7021888612346137861,6991965467522927366,NO ME IMPOLTA,IMA,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6991965533356772102.mp3,https://www.tiktok.com/@reyalazan/video/7021888612346137861,2100000,56200,10900000,17200
